_id,cliente,total,envio,estado,createdAT,__v
68045a2499e4b492e4ec985d,680450bf24880247e3b6d6fd,378,0,Procesado,2024-07-03 09:11:23,0
68045a2499e4b492e4ec985f,680450bf24880247e3b6d6fe,613,0,Confirmado,2024-07-03 08:55:32,0
68045a2599e4b492e4ec9863,680450bf24880247e3b6d6ff,111,0,Confirmado,2024-07-04 18:41:04,0
68045a2599e4b492e4ec9865,680450bf24880247e3b6d6fe,143,0,Confirmado,2024-07-05 19:21:56,0
68045a2699e4b492e4ec9867,680450bf24880247e3b6d6ff,66,0,Confirmado,2024-07-05 10:49:43,0
68045a2699e4b492e4ec9869,680450bf24880247e3b6d6fd,366,0,Confirmado,2024-07-06 13:35:48,0
68045a2799e4b492e4ec986c,680450bf24880247e3b6d6ff,326,0,Confirmado,2024-07-06 16:02:12,0
68045a2799e4b492e4ec986f,680450bf24880247e3b6d702,243,0,Confirmado,2024-07-06 11:47:28,0
68045a2799e4b492e4ec9872,680450bf24880247e3b6d701,754,0,Confirmado,2024-07-06 17:42:00,0
68045a2899e4b492e4ec9876,680450bf24880247e3b6d702,211,0,Confirmado,2024-07-06 07:26:08,0
68045a2899e4b492e4ec9879,680450bf24880247e3b6d6fe,847,0,Confirmado,2024-07-07 19:05:24,0
68045a2999e4b492e4ec987e,680450bf24880247e3b6d6ff,251,0,Procesado,2024-07-07 16:22:26,0
68045a2999e4b492e4ec9880,680450bf24880247e3b6d702,651,0,Confirmado,2024-07-07 20:37:02,0
68045a2a99e4b492e4ec9884,680450c024880247e3b6d707,532,0,Procesado,2024-07-07 19:01:20,0
68045a2b99e4b492e4ec9889,680450bf24880247e3b6d6fe,335,0,Confirmado,2024-07-07 09:43:35,0
68045a2c99e4b492e4ec988c,680450bf24880247e3b6d6ff,203,0,Confirmado,2024-07-07 23:08:10,0
68045a2c99e4b492e4ec988e,680450bf24880247e3b6d6fd,78,0,Confirmado,2024-07-08 07:21:09,0
68045a2d99e4b492e4ec9890,680450bf24880247e3b6d701,422,0,Confirmado,2024-07-08 18:01:00,0
68045a2e99e4b492e4ec9895,680450bf24880247e3b6d704,699,0,Procesado,2024-07-08 15:44:04,0
68045a2f99e4b492e4ec9899,680450c024880247e3b6d708,191,0,Confirmado,2024-07-08 15:31:04,0
68045a2f99e4b492e4ec989c,680450bf24880247e3b6d6ff,109,0,Confirmado,2024-07-09 19:12:34,0
68045a3099e4b492e4ec989e,680450bf24880247e3b6d6fe,469,0,Confirmado,2024-07-09 13:08:41,0
68045a3199e4b492e4ec98a2,680450bf24880247e3b6d704,355,0,Procesado,2024-07-09 19:18:17,0
68045a3199e4b492e4ec98a6,680450c024880247e3b6d708,74,0,Confirmado,2024-07-09 11:33:31,0
68045a3299e4b492e4ec98a8,680450bf24880247e3b6d6ff,398,0,Confirmado,2024-07-10 10:51:30,0
68045a3299e4b492e4ec98ac,680450c024880247e3b6d70c,115,0,Confirmado,2024-07-11 15:56:34,0
68045a3299e4b492e4ec98ae,680450c024880247e3b6d70b,236,0,Confirmado,2024-07-11 21:10:09,0
68045a3399e4b492e4ec98b0,680450bf24880247e3b6d704,355,0,Procesado,2024-07-12 07:46:40,0
68045a3399e4b492e4ec98b4,680450bf24880247e3b6d705,378,0,Confirmado,2024-07-12 13:47:16,0
68045a3399e4b492e4ec98b6,680450bf24880247e3b6d703,168,0,Confirmado,2024-07-12 21:40:39,0
68045a3499e4b492e4ec98b9,680450bf24880247e3b6d704,294,0,Confirmado,2024-07-12 18:07:40,0
68045a3499e4b492e4ec98bc,680450bf24880247e3b6d706,204,0,Procesado,2024-07-12 23:08:33,0
68045a3499e4b492e4ec98be,680450c024880247e3b6d708,57,0,Confirmado,2024-07-13 11:13:18,0
68045a3599e4b492e4ec98c0,680450c024880247e3b6d70a,253,0,Procesado,2024-07-13 08:18:15,0
68045a3599e4b492e4ec98c4,680450c024880247e3b6d70b,284,0,Confirmado,2024-07-13 18:37:28,0
68045a3699e4b492e4ec98c7,680450c024880247e3b6d70d,427,0,Confirmado,2024-07-13 16:23:22,0
68045a3799e4b492e4ec98ca,680450bf24880247e3b6d6ff,472,0,Confirmado,2024-07-13 23:15:30,0
68045a3799e4b492e4ec98cd,680450c024880247e3b6d707,366,0,Procesado,2024-07-13 20:53:54,0
68045a3799e4b492e4ec98d0,680450c024880247e3b6d70c,577,0,Confirmado,2024-07-13 15:12:12,0
68045a3899e4b492e4ec98d5,680450bf24880247e3b6d6fd,250,0,Confirmado,2024-07-14 20:24:57,0
68045a3899e4b492e4ec98d7,680450bf24880247e3b6d704,196,0,Confirmado,2024-07-14 14:54:25,0
68045a3999e4b492e4ec98d9,680450bf24880247e3b6d6fe,473,0,Procesado,2024-07-14 10:59:03,0
68045a3999e4b492e4ec98dd,680450bf24880247e3b6d702,356,0,Confirmado,2024-07-14 16:46:14,0
68045a3a99e4b492e4ec98e1,680450bf24880247e3b6d704,218,0,Confirmado,2024-07-14 08:10:33,0
68045a3a99e4b492e4ec98e3,680450c024880247e3b6d70a,178,0,Confirmado,2024-07-14 08:40:12,0
68045a3a99e4b492e4ec98e5,680450c024880247e3b6d70b,295,0,Procesado,2024-07-14 13:22:38,0
68045a3b99e4b492e4ec98e8,680450bf24880247e3b6d6fd,108,0,Confirmado,2024-07-15 23:09:15,0
68045a3b99e4b492e4ec98ea,680450bf24880247e3b6d702,248,0,Procesado,2024-07-15 17:00:47,0
68045a3c99e4b492e4ec98ee,680450c024880247e3b6d70a,220,0,Procesado,2024-07-15 11:36:27,0
68045a3c99e4b492e4ec98f1,680450bf24880247e3b6d6fe,781,0,Confirmado,2024-07-15 18:30:52,0
68045a3d99e4b492e4ec98f6,680450bf24880247e3b6d700,101,0,Procesado,2024-07-15 18:48:20,0
68045a3d99e4b492e4ec98f8,680450bf24880247e3b6d704,172,0,Procesado,2024-07-15 12:47:42,0
68045a3d99e4b492e4ec98fa,680450c024880247e3b6d70f,561,0,Procesado,2024-07-15 16:31:09,0
68045a3e99e4b492e4ec98fd,680450c024880247e3b6d710,272,0,Confirmado,2024-07-15 19:10:04,0
68045a3e99e4b492e4ec98ff,680450bf24880247e3b6d704,650,0,Confirmado,2024-07-16 08:55:26,0
68045a3f99e4b492e4ec9905,680450bf24880247e3b6d706,186,0,Procesado,2024-07-16 18:27:22,0
68045a3f99e4b492e4ec9907,680450c024880247e3b6d708,489,0,Confirmado,2024-07-16 19:56:29,0
68045a4099e4b492e4ec990c,680450c024880247e3b6d70e,371,0,Procesado,2024-07-16 16:35:07,0
68045a4099e4b492e4ec9910,680450c024880247e3b6d711,820,0,Confirmado,2024-07-16 07:39:05,0
68045a4199e4b492e4ec9915,680450c024880247e3b6d712,482,0,Confirmado,2024-07-16 22:07:43,0
68045a4199e4b492e4ec9919,680450c024880247e3b6d710,122,0,Confirmado,2024-07-16 22:42:39,0
68045a4299e4b492e4ec991b,680450bf24880247e3b6d6fd,161,0,Confirmado,2024-07-17 07:57:03,0
68045a4299e4b492e4ec991d,680450bf24880247e3b6d700,840,0,Confirmado,2024-07-17 15:13:03,0
68045a4399e4b492e4ec9923,680450bf24880247e3b6d703,672,0,Confirmado,2024-07-17 21:17:53,0
68045a4399e4b492e4ec9927,680450bf24880247e3b6d6fd,132,0,Procesado,2024-07-17 22:15:36,0
68045a4399e4b492e4ec9929,680450bf24880247e3b6d6ff,189,0,Confirmado,2024-07-17 09:54:54,0
68045a4499e4b492e4ec992b,680450bf24880247e3b6d703,111,0,Procesado,2024-07-17 15:36:39,0
68045a4499e4b492e4ec992d,680450bf24880247e3b6d704,134,0,Procesado,2024-07-17 22:31:51,0
68045a4499e4b492e4ec992f,680450c024880247e3b6d70e,111,0,Confirmado,2024-07-17 20:17:53,0
68045a4499e4b492e4ec9931,680450c024880247e3b6d70c,470,0,Confirmado,2024-07-18 20:09:15,0
68045a4599e4b492e4ec9934,680450c024880247e3b6d715,274,0,Confirmado,2024-07-18 11:18:04,0
68045a4599e4b492e4ec9938,680450bf24880247e3b6d6ff,87,0,Confirmado,2024-07-18 19:46:24,0
68045a4599e4b492e4ec993a,680450c024880247e3b6d708,391,0,Confirmado,2024-07-18 09:48:21,0
68045a4599e4b492e4ec993d,680450c024880247e3b6d710,70,0,Confirmado,2024-07-18 14:24:30,0
68045a4699e4b492e4ec993f,680450c024880247e3b6d713,561,0,Procesado,2024-07-18 15:49:57,0
68045a4799e4b492e4ec9943,680450c024880247e3b6d715,327,0,Confirmado,2024-07-18 16:55:13,0
68045a4899e4b492e4ec9946,680450bf24880247e3b6d6ff,197,0,Confirmado,2024-07-19 15:25:27,0
68045a4899e4b492e4ec9949,680450c024880247e3b6d70a,63,0,Confirmado,2024-07-19 11:33:55,0
68045a4899e4b492e4ec994b,680450c024880247e3b6d708,105,0,Confirmado,2024-07-19 11:21:57,0
68045a4999e4b492e4ec994d,680450c124880247e3b6d719,80,0,Confirmado,2024-07-19 16:20:21,0
68045a4b99e4b492e4ec994f,680450bf24880247e3b6d6ff,256,0,Confirmado,2024-07-20 08:53:45,0
68045a4c99e4b492e4ec9952,680450bf24880247e3b6d704,200,0,Confirmado,2024-07-20 21:39:16,0
68045a4c99e4b492e4ec9954,680450c024880247e3b6d707,98,0,Confirmado,2024-07-20 18:57:31,0
68045a4c99e4b492e4ec9956,680450c024880247e3b6d708,63,0,Confirmado,2024-07-20 22:48:45,0
68045a4c99e4b492e4ec9958,680450c024880247e3b6d70b,761,0,Procesado,2024-07-20 09:30:09,0
68045a4e99e4b492e4ec995e,680450c024880247e3b6d714,410,0,Confirmado,2024-07-20 10:27:25,0
68045a4e99e4b492e4ec9961,680450c124880247e3b6d718,76,0,Confirmado,2024-07-20 12:36:55,0
68045a4f99e4b492e4ec9963,680450bf24880247e3b6d6fe,418,0,Confirmado,2024-07-20 10:44:08,0
68045a4f99e4b492e4ec9965,680450bf24880247e3b6d6ff,242,0,Confirmado,2024-07-20 07:22:05,0
68045a4f99e4b492e4ec9967,680450c024880247e3b6d70b,702,0,Confirmado,2024-07-20 20:28:23,0
68045a5099e4b492e4ec996d,680450c024880247e3b6d70e,216,0,Confirmado,2024-07-20 21:31:58,0
68045a5099e4b492e4ec996f,680450c024880247e3b6d710,129,0,Confirmado,2024-07-20 07:07:37,0
68045a5199e4b492e4ec9971,680450c124880247e3b6d718,245,0,Procesado,2024-07-20 10:49:12,0
68045a5299e4b492e4ec9975,680450c124880247e3b6d71b,418,0,Procesado,2024-07-20 09:21:06,0
68045a5299e4b492e4ec9977,680450bf24880247e3b6d704,568,0,Confirmado,2024-07-21 13:27:09,0
68045a5299e4b492e4ec997a,680450bf24880247e3b6d706,430,0,Confirmado,2024-07-21 13:24:00,0
68045a5299e4b492e4ec997e,680450c024880247e3b6d708,242,0,Confirmado,2024-07-21 19:19:24,0
68045a5399e4b492e4ec9980,680450c024880247e3b6d710,129,0,Procesado,2024-07-21 19:20:03,0
68045a5399e4b492e4ec9982,680450c124880247e3b6d718,361,0,Procesado,2024-07-21 11:50:47,0
68045a5499e4b492e4ec9986,680450c124880247e3b6d71b,216,0,Confirmado,2024-07-21 11:09:49,0
68045a5599e4b492e4ec9989,680450bf24880247e3b6d6fe,78,0,Confirmado,2024-07-21 10:14:20,0
68045a5699e4b492e4ec998b,680450bf24880247e3b6d6ff,302,0,Confirmado,2024-07-21 07:11:23,0
68045a5699e4b492e4ec998f,680450bf24880247e3b6d700,325,0,Confirmado,2024-07-21 09:39:46,0
68045a5699e4b492e4ec9992,680450c024880247e3b6d708,368,0,Confirmado,2024-07-21 09:37:23,0
68045a5799e4b492e4ec9995,680450c024880247e3b6d70e,259,0,Confirmado,2024-07-21 18:49:06,0
68045a5799e4b492e4ec9998,680450c024880247e3b6d712,404,0,Confirmado,2024-07-21 12:17:31,0
68045a5799e4b492e4ec999a,680450c024880247e3b6d713,573,0,Confirmado,2024-07-21 11:03:35,0
68045a5899e4b492e4ec999f,680450c124880247e3b6d71d,83,0,Confirmado,2024-07-21 18:40:32,0
